dcid,sentence
SOCv2018/51-8031,Water and Wastewater Treatment Plant and System Operators
SOCv2018/51-8090,Miscellaneous Plant and System Operators
SOCv2018/51-8091,Chemical Plant and System Operators
SOCv2018/51-8092,Gas Plant Operators
SOCv2018/51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
SOCv2018/51-8099,"Plant and System Operators, All Other"
SOCv2018/51-9000,Other Production Occupations
SOCv2018/51-9010,"Chemical Processing Machine Setters, Operators, and Tenders"
SOCv2018/51-9011,Chemical Equipment Operators and Tenders
SOCv2018/51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
SOCv2018/51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
SOCv2018/51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
SOCv2018/51-9022,"Grinding and Polishing Workers, Hand"
SOCv2018/51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
SOCv2018/51-9030,Cutting Workers
SOCv2018/51-9031,"Cutters and Trimmers, Hand"
SOCv2018/51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
SOCv2018/51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
SOCv2018/51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
SOCv2018/51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
SOCv2018/51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
SOCv2018/51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers"
SOCv2018/51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
SOCv2018/51-9070,Jewelers and Precious Stone and Metal Workers
SOCv2018/51-9071,Jewelers and Precious Stone and Metal Workers
SOCv2018/51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians
SOCv2018/51-9081,Dental Laboratory Technicians
SOCv2018/51-9082,Medical Appliance Technicians
SOCv2018/51-9083,Ophthalmic Laboratory Technicians
SOCv2018/51-9110,Packaging and Filling Machine Operators and Tenders
SOCv2018/51-9111,Packaging and Filling Machine Operators and Tenders
SOCv2018/51-9120,Painting Workers
SOCv2018/51-9123,"Painting, Coating, and Decorating Workers"
SOCv2018/51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
SOCv2018/51-9140,Semiconductor Processing Technicians
SOCv2018/51-9141,Semiconductor Processing Technicians
SOCv2018/51-9150,Photographic Process Workers and Processing Machine Operators
SOCv2018/51-9151,Photographic Process Workers and Processing Machine Operators
SOCv2018/51-9160,Computer Numerically Controlled Tool Operators and Programmers
SOCv2018/51-9161,Computer Numerically Controlled Tool Operators
SOCv2018/51-9162,Computer Numerically Controlled Tool Programmers
SOCv2018/51-9190,Miscellaneous Production Workers
SOCv2018/51-9191,Adhesive Bonding Machine Operators and Tenders
SOCv2018/51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
SOCv2018/51-9193,Cooling and Freezing Equipment Operators and Tenders
SOCv2018/51-9194,Etchers and Engravers
SOCv2018/51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
SOCv2018/51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
SOCv2018/51-9197,Tire Builders
SOCv2018/51-9198,Helpers--Production Workers
SOCv2018/51-9199,"Production Workers, All Other"
SOCv2018/53-0000,Transportation and Material Moving Occupations
SOCv2018/53-1000,Supervisors of Transportation and Material Moving Workers
SOCv2018/53-1040,First-Line Supervisors of Transportation and Material Moving Workers
SOCv2018/53-1041,Aircraft Cargo Handling Supervisors
SOCv2018/53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
SOCv2018/53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
SOCv2018/53-1044,First-Line Supervisors of Passenger Attendants
SOCv2018/53-1049,"First-Line Supervisors of Transportation Workers, All Other"
SOCv2018/53-2000,Air Transportation Workers
SOCv2018/53-2010,Aircraft Pilots and Flight Engineers
SOCv2018/53-2011,"Airline Pilots, Copilots, and Flight Engineers"
SOCv2018/53-2012,Commercial Pilots
SOCv2018/53-2020,Air Traffic Controllers and Airfield Operations Specialists
SOCv2018/53-2021,Air Traffic Controllers
SOCv2018/53-2022,Airfield Operations Specialists
SOCv2018/53-2030,Flight Attendants
SOCv2018/53-2031,Flight Attendants
SOCv2018/53-3000,Motor Vehicle Operators
SOCv2018/53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
SOCv2018/53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
SOCv2018/53-3030,Driver/Sales Workers and Truck Drivers
SOCv2018/53-3031,Driver/Sales Workers
SOCv2018/53-3032,Heavy and Tractor-Trailer Truck Drivers
SOCv2018/53-3033,Light Truck Drivers
SOCv2018/53-3050,Passenger Vehicle Drivers
SOCv2018/53-3051,"Bus Drivers, School"
SOCv2018/53-3052,"Bus Drivers, Transit and Intercity"
SOCv2018/53-3053,Shuttle Drivers and Chauffeurs
SOCv2018/53-3054,Taxi Drivers
SOCv2018/53-3090,Miscellaneous Motor Vehicle Operators
SOCv2018/53-3099,"Motor Vehicle Operators, All Other"
SOCv2018/53-4000,Rail Transportation Workers
SOCv2018/53-4010,Locomotive Engineers and Operators
SOCv2018/53-4011,Locomotive Engineers
SOCv2018/53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
SOCv2018/53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
SOCv2018/53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
SOCv2018/53-4030,Railroad Conductors and Yardmasters
SOCv2018/53-4031,Railroad Conductors and Yardmasters
SOCv2018/53-4040,Subway and Streetcar Operators
SOCv2018/53-4041,Subway and Streetcar Operators
SOCv2018/53-4090,Miscellaneous Rail Transportation Workers
SOCv2018/53-4099,"Rail Transportation Workers, All Other"
SOCv2018/53-5000,Water Transportation Workers
SOCv2018/53-5010,Sailors and Marine Oilers
SOCv2018/53-5011,Sailors and Marine Oilers
SOCv2018/53-5020,Ship and Boat Captains and Operators
SOCv2018/53-5021,"Captains, Mates, and Pilots of Water Vessels"
SOCv2018/53-5022,Motorboat Operators
SOCv2018/53-5030,Ship Engineers
SOCv2018/53-5031,Ship Engineers
SOCv2018/53-6000,Other Transportation Workers
SOCv2018/53-6010,Bridge and Lock Tenders
SOCv2018/53-6011,Bridge and Lock Tenders
SOCv2018/53-6020,Parking Attendants
SOCv2018/53-6021,Parking Attendants
SOCv2018/53-6030,Transportation Service Attendants
SOCv2018/53-6031,Automotive and Watercraft Service Attendants
SOCv2018/53-6032,Aircraft Service Attendants
SOCv2018/53-6040,Traffic Technicians
SOCv2018/53-6041,Traffic Technicians
SOCv2018/53-6050,Transportation Inspectors
SOCv2018/53-6051,Transportation Inspectors
SOCv2018/53-6060,Passenger Attendants
SOCv2018/53-6061,Passenger Attendants
SOCv2018/53-6090,Miscellaneous Transportation Workers
SOCv2018/53-6099,"Transportation Workers, All Other"
SOCv2018/53-7000,Material Moving Workers
SOCv2018/53-7010,Conveyor Operators and Tenders
SOCv2018/53-7011,Conveyor Operators and Tenders
SOCv2018/53-7020,Crane and Tower Operators
SOCv2018/53-7021,Crane and Tower Operators
SOCv2018/53-7030,Dredge Operators
SOCv2018/53-7031,Dredge Operators
SOCv2018/53-7040,Hoist and Winch Operators
SOCv2018/53-7041,Hoist and Winch Operators
SOCv2018/53-7050,Industrial Truck and Tractor Operators
SOCv2018/53-7051,Industrial Truck and Tractor Operators
SOCv2018/53-7060,Laborers and Material Movers
SOCv2018/53-7061,Cleaners of Vehicles and Equipment
SOCv2018/53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
SOCv2018/53-7063,Machine Feeders and Offbearers
SOCv2018/53-7064,"Packers and Packagers, Hand"
SOCv2018/53-7065,Stockers and Order Fillers
SOCv2018/53-7070,Pumping Station Operators
SOCv2018/53-7071,Gas Compressor and Gas Pumping Station Operators
SOCv2018/53-7072,"Pump Operators, Except Wellhead Pumpers"
SOCv2018/53-7073,Wellhead Pumpers
SOCv2018/53-7080,Refuse and Recyclable Material Collectors
SOCv2018/53-7081,Refuse and Recyclable Material Collectors
SOCv2018/53-7120,"Tank Car, Truck, and Ship Loaders"
SOCv2018/53-7121,"Tank Car, Truck, and Ship Loaders"
SOCv2018/53-7190,Miscellaneous Material Moving Workers
SOCv2018/53-7199,"Material Moving Workers, All Other"
SOCv2018/55-0000,Military Specific Occupations
SOCv2018/55-1000,Military Officer Special and Tactical Operations Leaders
SOCv2018/55-1010,Military Officer Special and Tactical Operations Leaders
SOCv2018/55-1011,Air Crew Officers
SOCv2018/55-1012,Aircraft Launch and Recovery Officers
SOCv2018/55-1013,Armored Assault Vehicle Officers
SOCv2018/55-1014,Artillery and Missile Officers
SOCv2018/55-1015,Command and Control Center Officers
SOCv2018/55-1016,Infantry Officers
SOCv2018/55-1017,Special Forces Officers
SOCv2018/55-1019,"Military Officer Special and Tactical Operations Leaders, All Other"
SOCv2018/55-2000,First-Line Enlisted Military Supervisors
SOCv2018/55-2010,First-Line Enlisted Military Supervisors
SOCv2018/55-2011,First-Line Supervisors of Air Crew Members
SOCv2018/55-2012,First-Line Supervisors of Weapons Specialists/Crew Members
SOCv2018/55-2013,First-Line Supervisors of All Other Tactical Operations Specialists
SOCv2018/55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
SOCv2018/55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
SOCv2018/55-3011,Air Crew Members
SOCv2018/55-3012,Aircraft Launch and Recovery Specialists
SOCv2018/55-3013,Armored Assault Vehicle Crew Members
SOCv2018/55-3014,Artillery and Missile Crew Members
SOCv2018/55-3015,Command and Control Center Specialists
SOCv2018/55-3016,Infantry
SOCv2018/55-3018,Special Forces
SOCv2018/55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
SOCv2018/intermediateAggregation-1,"Management, Business, and Financial Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-1 includes 2018 SOC major groups 11–13: Management, Business, and Financial Occupations."
SOCv2018/intermediateAggregation-2,"Computer, Engineering, and Science Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-2 includes 2018 SOC major groups 15-19: Computer, Engineering, and Science Occupations."
SOCv2018/intermediateAggregation-3,"Education, Legal, Community Service, Arts, and Media Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-3 includes 2018 SOC major groups 21-27: Education, Legal, Community Service, Arts, and Media Occupations."
SOCv2018/intermediateAggregation-4,Healthcare Practitioners and Technical Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-4 includes 2018 SOC major groups 29: Healthcare Practitioners and Technical Occupations.
SOCv2018/intermediateAggregation-5,Service Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-5 includes 2018 SOC major groups 31-39: Service Occupations.
SOCv2018/intermediateAggregation-6,Sales and Related Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-6 includes 2018 SOC major groups 41: Sales and Related Occupations.
SOCv2018/intermediateAggregation-7,SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-7 includes 2018 SOC major groups 43: Office and Administrative Support Occupations.
SOCv2018/intermediateAggregation-8,"SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-8 includes 2018 SOC major groups 45: Farming, Fishing, and Forestry Occupations."
SOCv2018/intermediateAggregation-9,Construction and Extraction Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-9 includes 2018 SOC major groups 47: Construction and Extraction Occupations.
SOCv2018/intermediateAggregation-10,"Installation, Maintenance, and Repair Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-10 includes 2018 SOC major groups 49: Installation, Maintenance, and Repair Occupations."
SOCv2018/intermediateAggregation-11,Production Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-11 includes 2018 SOC major groups 51: Production Occupations.
SOCv2018/intermediateAggregation-12,Transportation and Material Moving Occupations; SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-12 includes 2018 SOC major groups 53: Transportation and Material Moving Occupations.
SOCv2018/intermediateAggregation-13,SOC 2018 includes 13 intermediate aggregations of SOC codes. intermediate Aggregation-13 includes 2018 SOC major groups 55: Military Specific Occupations.
SOCv2018/highLevelAggregation-1,"Management, Business, Science, and Arts Occupations; SOC 2018 includes 6 high-level aggregations of SOC codes. high Level Aggregation-1 includes 2018 SOC major groups 11-29: Management, Business, Science, and Arts Occupations."
SOCv2018/highLevelAggregation-2,Service Occupations; SOC 2018 includes 6 high-level aggregations of SOC codes. high Level Aggregation-2 includes 2018 SOC major groups 31-39: Service Occupations.
SOCv2018/highLevelAggregation-3,Sales and Office Occupations; SOC 2018 includes 6 high-level aggregations of SOC codes. high Level Aggregation-3 includes 2018 SOC major groups 41-43: Sales and Office Occupations.
SOCv2018/highLevelAggregation-4,"Natural Resources, Construction, and Maintenance Occupations; SOC 2018 includes 6 high-level aggregations of SOC codes. high Level Aggregation-4 includes 2018 SOC major groups 45-49: Natural Resources, Construction, and Maintenance Occupations."
SOCv2018/highLevelAggregation-5,"Production, Transportation, and Material Moving Occupations; SOC 2018 includes 6 high-level aggregations of SOC codes. high Level Aggregation-5 includes 2018 SOC major groups 51-53: Production, Transportation, and Material Moving Occupations."
SOCv2018/highLevelAggregation-6,Military Specific Occupations; SOC 2018 includes 6 high-level aggregations of SOC codes. high Level Aggregation-6 includes 2018 SOC major groups 55: Military Specific Occupations.
revenueSource,revenue Source
RevenueSourceEnum,Revenue Source Enum
TransfersAndSubsidyCapitalNationalProvincialDistrict,Transfers And Subsidy Capital National Provincial District
TransfersAndSubsidyCapitalNationalProvincialAgency,Transfers And Subsidy Capital National Provincial Agency
TransfersAndSubsidyCapitalInKindAll,Transfers And Subsidy Capital In Kind All
TransfersAndSubsidyCapital,Transfers And Subsidy Capital
TransfersAndSubsidyCapitalMonetaryAllocation,Transfers And Subsidy Capital Monetary Allocation
OutstandingDebt,Outstanding Debt
CurrentAndNonCurrentAsset,Current And Non Current Asset
ExternalInvestment,External Investment
AreaBasedDeliveryService,Area Based Delivery Service
AssetAndFacilityManagement,Asset And Facility Management
OfficeCityManagerService,Office City Manager Service
CorporateService,Corporate Service
EnergyService,Energy Service
FinanceService,Finance Service
InformalSettlementWaterAndWasteService,Informal Settlement Water And Waste Service
SafetyAndSecurityService,Safety And Security Service
SocialService,Social Service
CommunityOrSocialDevelopmentDepartment,Community Or Social Development Department
CommunityDevelopment,Community Development
CommunityAndEmergencyService,Community And Emergency Service
CityManagerOperation,City Manager Operation
BudgetAndTreasury,Budget And Treasury
CityPlanning,City Planning
ChiefFinancialOfficerService,Chief Financial Officer Service
AuditAndRiskDepartment,Audit And Risk Department
TransportAndUrbanDevelopmentAuthority,Transport And Urban Development Authority
CorporateAndHumanService,Corporate And Human Service
CorporateAndSharedService,Corporate And Shared Service
DevelopmentPlanning,Development Planning
DurbanICC,Durban ICC
EconomicGrowth,Economic Growth
ElectricitySector,Electricity Sector
EconomicOpportunityAndAssetManagement,Economic  Opportunity And Asset Management
EconomicDevelopment,Economic Development
ForensicInvestigationService,Forensic Investigation Service
EngineeringService,Engineering Service
FreshProduceMarket,Fresh Produce Market
Governance,Governance
HumanSettlementAndHousingSector,Human Settlement And Housing Sector
HealthDepartment,Health Department
JoburgCityTheatre,Joburg City Theatre
JoburgMarket,Joburg Market
RegionalOperationsAndCoordinationDepartment,Regional Operations And Coordination Department
ProvisioningAndTransportPlanning,Provisioning And Transport Planning
OmbudsmanOffice,Ombudsman Office
RoadsAndTransportDepartment,Roads And Transport Department
RoadOrStormwater,Road Or Stormwater
SanitationService,Sanitation Service
PropertyManagementDepartment,Property Management Department
PlanningAndHumanSettlementAndEconomicDevelopment,Planning And Human Settlement And Economic Development
MunicipalService,Municipal Service
SolidWasteOrEnvironmentalOrHealthManagement,Solid Waste Or Environmental Or Health Management
SocialDevelopment,Social Development
SpeakerLegislativeArmOfCouncilService,Speaker Legislative Arm Of Council Service
SharedServicesDepartment,Shared Services Department
NalediAndSoutpan,Naledi And Soutpan
SportAndRecreation,Sport And Recreation
StrategicProject,Strategic Project
UrbanManagement,Urban Management
UrbanMobilityService,Urban Mobility Service
TradingService,Trading Service
UshakaMarine,Ushaka Marine
WaterService,Water Service
ZA_MiscellaneousService,ZA Miscellaneous Service
ZA_OtherService,ZA Other Service
WaterAndWasteService,Water And Waste Service
WasteAndFleetManagement,Waste And Fleet Management
UtilityServicesDepartment,Utility Services Department
StrategicManagementOffice,Strategic Management Office
SpecialProjectAndProgram,Special Project And Program
MunicipalManagerService,Municipal Manager Service
MunicipalEntitiesAccount,Municipal Entities Account
MetropolitanTradingCompany,Metropolitan Trading Company
MetroPoliceService,Metro Police Service
MetrobusService,Metrobus Service
MandelaBayStadium,Mandela Bay Stadium
JohannesburgTourismCompany,Johannesburg Tourism Company
JohannesburgSocialHousingCompany,Johannesburg Social Housing Company
JohannesburgDevelopmentAgency,Johannesburg Development Agency
JohannesburgCityParksAndZooService,Johannesburg City Parks And Zoo Service
InfrastructureService,Infrastructure Service
InformationAndCommunicationTechnology,Information And Communication Technology
FuturePlanningAndResilienceSector,Future Planning And Resilience Sector
ExecutiveSupportService,Executive Support Service
ExecutiveOrCouncilService,Executive Or Council Service
ExecutiveMayorOfficeService,Executive Mayor Office Service
EnvironmentalResourceManagement,Environmental Resource Management
EnvironmentAndSpatialPlanning,Environment And Spatial Planning
EnvironmentAndAgricultureManagementDepartment,Environment And Agriculture Management Department
EnergyAndClimateChangeSector,Energy And Climate Change Sector
EmergencyServicesDepartment,Emergency Services Department
DisasterOrEmergencyManagement,Disaster Or Emergency Management
EconomicDevelopmentAndAgency,Economic Development And Agency
EconomicDevelopmentAndPlanningSector,Economic Development And Planning Sector
EconomicDevelopmentTourismAndAgriculture,Economic Development Tourism And Agriculture
BulkPurchase,Bulk Purchase
ContractedService,Contracted Service
CouncillorRemuneration,Councillor Remuneration
DebtImpairment,Debt Impairment
DepreciationOrAssetImpairment,Depreciation Or Asset Impairment
EmployeeExpenditure,Employee Expenditure
ExchangeInterest,Exchange Interest
FinanceCharge,Finance Charge
InventoryConsumed,Inventory Consumed
OperationalCost,Operational Cost
PPEDisposalLoss,PPE Disposal Loss
TransferAndSubsidy,Transfer And Subsidy
WrittenOffIrrecoverableDebt,Written Off Irrecoverable Debt
ZA_OtherExpenditure,ZA Other Expenditure
ZA_OtherLosses,ZA Other Losses
ZA_OtherMaterialExpenditure,ZA Other Material Expenditure
FacilityAndEquipmentRental,Facility And Equipment Rental
ExchangeRevenue_WaterServiceChargeRevenue,Exchange Revenue Water Service Charge Revenue
ExchangeRevenue_SanitationServiceChargeRevenue,Exchange Revenue Sanitation Service Charge Revenue
ExchangeRevenue_SaleOfGoodsAndRenderingService,Exchange Revenue Sale Of Goods And Rendering Service
ExchangeRevenue_RentOnLand,Exchange Revenue Rent On Land
ExchangeRevenue_RefuseServiceChargeRevenue,Exchange Revenue Refuse Service Charge Revenue
ExchangeRevenue_OperationalRevenue,Exchange Revenue Operational Revenue
ExchangeRevenue_LicenceAndPermit,Exchange Revenue Licence And Permit
ExchangeRevenue_Interest,Exchange Revenue Interest
ExchangeRevenue_FixedAssetRental,Exchange Revenue Fixed Asset Rental
AgencyService,Agency Service
ExchangeRevenue_ExchangeInterest,Exchange Revenue Exchange Interest
ExchangeRevenue_ElectricityServiceChargeRevenue,Exchange Revenue Electricity Service Charge Revenue
Dividend,Dividend
ElectricityServiceChargeRevenue,Electricity Service Charge Revenue
ExchangeRevenue_AgencyService,Exchange Revenue Agency Service
ExchangeRevenue_Dividend,Exchange Revenue Dividend
FineOrPenaltyOrForfeit,Fine Or Penalty Or Forfeit
Interest,Interest
LicencesAndPermit,Licences And Permit
NonExchangeRevenueExcludingCapitalTransferAndContribution,Non Exchange Revenue Excluding Capital Transfer And Contribution
NonExchangeRevenue_DiscontinuedOperation,Non Exchange Revenue Discontinued Operation
NonExchangeRevenue_ExchangeInterest,Non Exchange Revenue Exchange Interest
NonExchangeRevenue_FineOrPenaltyOrForfeit,Non Exchange Revenue Fine Or Penalty Or Forfeit
NonExchangeRevenue_FuelLevy,Non Exchange Revenue Fuel Levy
NonExchangeRevenue_LicenceOrPermit,Non Exchange Revenue Licence Or Permit
NonExchangeRevenue_OperationalRevenue,Non Exchange Revenue Operational Revenue
NonExchangeRevenue_PPEDisposalGain,Non Exchange Revenue PPE Disposal Gain
NonExchangeRevenue_PropertyRate,Non Exchange Revenue Property Rate
NonExchangeRevenue_SurchargeAndTax,Non Exchange Revenue Surcharge And Tax
NonExchangeRevenue_TransferAndSubsidy,Non Exchange Revenue Transfer And Subsidy
PPEDisposalGain,PPE Disposal Gain
PropertyRate,Property Rate
ZA_OtherRevenue,ZA Other Revenue
ZA_OtherServiceCharge,ZA Other Service Charge
ZA_ExchangeRevenue_OtherServiceCharge,ZA Exchange Revenue Other Service Charge
SanitationServiceChargeRevenue,Sanitation Service Charge Revenue
WaterServiceChargeRevenue,Water Service Charge Revenue
RefuseServiceChargeRevenue,Refuse Service Charge Revenue
RevenueExcludingCapitalTransferAndContribution,Revenue Excluding Capital Transfer And Contribution
OtherGain,Other Gain
CommunityService,Community Service
HealthService,Health Service
EnergySector,Energy Sector
PublicSafetyAndEmergencyService,Public Safety And Emergency Service
ZA_NonExchangeRevenue,ZA Non Exchange Revenue
NetworkSubscriber,Network Subscriber
NetworkClassEnum,Network Class Enum; Enumeration class of different internet network classifications.
networkClass,network Class
WirelessAll,Wireless All
Wireless2g,Wireless2g
Wireless3g,Wireless3g
Wireless4g,Wireless4g
Wireless5g,Wireless5g
WirelineAll,Wireline All
PSTN,PSTN
VOIP,VOIP
Broadband,Broadband
TelegeographyCountry,Telegeography Country; Telegeography Country Level data - contains internet network usage across populations of countries.
comparisonRegion,"dcid:comparison Region; For Statistical variables whose definition includes comparisons with other places within a set of geographies, the Geo Region is the set of geographies to compare with"
deprivationDomain,"deprivation Domain; This property contains what particular aspect of deprivation is being measures, things like employment, income, or health"
DeprivationDomain,"Deprivation Domain; An area of life in which an individual can be deprived, for example income, employment, or health"
IncomeDeprivation,Income Deprivation
EmploymentDeprivation,Employment Deprivation
EducationSkillsAndTrainingDeprivation,Education Skills And Training Deprivation
AdultSkillsDeprivation,"Adult Skills Deprivation; Deprivation caused by poor educational attainment or attendance in children or young people - the ""flow"" or education deprivation"
ChildrenAndYoungPeopleEducationDeprivation,"Children And Young People Education Deprivation; Deprivation caused by poor educational attainment, skills, or language proficiency in adults - the stock of education deprivation"
HealthAndDisabilityDeprivation,Health And Disability Deprivation; Deprivation from poor health outcomes and disability
CrimeDeprivation,Crime Deprivation
BarriersToHousingAndServices,Barriers To Housing And Services; Deprivation from barriers to housing or local services
GeographicalBarriersToServices,"Geographical Barriers To Services; Deprivation from factors like physical distance to local services such as food, healthcare, or education"
HousingDeprivation,"Housing Deprivation; Deprivation from barriers to housing like homelessness, overcrowding, or poor housing affordability"
LivingEnvironmentDeprivation,Living Environment Deprivation; Deprivation from poor quality of the local environment
IndoorLivingEnvironmentDeprivation,Indoor Living Environment Deprivation; Deprivation from the indoor local environment from factors like poor quality housing
OutdoorLivingEnvironmentDeprivation,Outdoor Living Environment Deprivation; Deprivation from the outdoor local environment from factors like air quality or traffic accidents
consumer,consumer
AllItems,All Items
FoodAtHome,Food At Home
CerealsAndBakeryProducts,Cereals And Bakery Products
MeatsPoultryFishAndEggs,Meats Poultry Fish And Eggs
DairyAndRelatedProducts,Dairy And Related Products
FruitsAndVegetables,Fruits And Vegetables
NonalcoholicBeveragesAndBeverageMaterials,Nonalcoholic Beverages And Beverage Materials
OtherFoodAtHome,Other Food At Home
FoodAwayFromHome,Food Away From Home
EnergyCommodities,Energy Commodities
MotorFuel,Motor Fuel
GasolineAllTypes,Gasoline All Types
EnergyServices,Energy Services
UtilityPipedGasService,Utility Piped Gas Service
AllItemsExceptFoodAndEnergy,All Items Except Food And Energy
CommoditiesExceptFoodAndEnergyCommodities,Commodities Except Food And Energy Commodities
Apparel,Apparel
NewVehicles,New Vehicles
UsedCarsAndTrucks,Used Cars And Trucks
MedicalCareCommodities,Medical Care Commodities
AlcoholicBeverages,Alcoholic Beverages
TobaccoAndSmokingProducts,Tobacco And Smoking Products
ServicesExceptEnergyServices,Services Except Energy Services
Shelter,Shelter
RentOfPrimaryResidence,Rent Of Primary Residence
OwnersEquivalentRentOfResidences,Owners Equivalent Rent Of Residences
MedicalCareServices,Medical Care Services
PhysiciansServices,Physicians Services
HospitalServices,Hospital Services
TransportationServices,Transportation Services
MotorVehicleMaintenanceAndRepair,Motor Vehicle Maintenance And Repair
MotorVehicleInsurance,Motor Vehicle Insurance
AirlineFare,Airline Fare
AirlineFares,Airline Fares
CerealsAndCerealProducts,Cereals And Cereal Products
FlourAndPreparedFlourMixes,Flour And Prepared Flour Mixes
BreakfastCereal,Breakfast Cereal
RicePastaCornmeal,Rice Pasta Cornmeal
BakeryProducts,Bakery Products
Bread,Bread
WhiteBread,White Bread
BreadOtherThanWhite,Bread Other Than White
FreshBiscuitsRollsMuffins,Fresh Biscuits Rolls Muffins
CakesCupcakesAndCookies,Cakes Cupcakes And Cookies
Cookies,Cookies
FreshCakesAndCupcakes,Fresh Cakes And Cupcakes
OtherBakeryProducts,Other Bakery Products
FreshSweetrollsCoffeecakesDoughnuts,Fresh Sweetrolls Coffeecakes Doughnuts
CrackersBreadAndCrackerProducts,Crackers Bread And Cracker Products
FrozenAndRefrigeratedBakeryProductsPiesTartsTurnovers,Frozen And Refrigerated Bakery Products Pies Tarts Turnovers
MeatsPoultryAndFish,Meats Poultry And Fish
Meats,Meats
BeefAndVeal,Beef And Veal
UncookedGroundBeef,Uncooked Ground Beef
UncookedBeefRoasts,Uncooked Beef Roasts
UncookedBeefSteaks,Uncooked Beef Steaks
UncookedOtherBeefAndVeal,Uncooked Other Beef And Veal
Pork,Pork
BaconBreakfastSausageAndRelatedProducts,Bacon Breakfast Sausage And Related Products
BaconAndRelatedProducts,Bacon And Related Products
BreakfastSausageAndRelatedProducts,Breakfast Sausage And Related Products
Ham,Ham
HamExcludingCanned,Ham Excluding Canned
PorkChops,Pork Chops
OtherPorkIncludingRoastsAndPicnics,Other Pork Including Roasts And Picnics
OtherMeats,Other Meats
Frankfurters,Frankfurters
Lunchmeats,Lunchmeats
LambAndOrganMeats,Lamb And Organ Meats
LambAndMutton,Lamb And Mutton
Poultry,Poultry
Chicken,Chicken
FreshWholeChicken,Fresh Whole Chicken
FreshAndFrozenChickenParts,Fresh And Frozen Chicken Parts
OtherPoultryIncludingTurkey,Other Poultry Including Turkey
FishAndSeafood,Fish And Seafood
FreshFishAndSeafood,Fresh Fish And Seafood
ProcessedFishAndSeafood,Processed Fish And Seafood
ShelfStableFishAndSeafood,Shelf Stable Fish And Seafood
FrozenFishAndSeafood,Frozen Fish And Seafood
Eggs,Eggs
Milk,Milk
FreshWholeMilk,Fresh Whole Milk
FreshMilkOtherThanWhole,Fresh Milk Other Than Whole
CheeseAndRelatedProducts,Cheese And Related Products
IceCreamAndRelatedProducts,Ice Cream And Related Products
OtherDairyAndRelatedProducts,Other Dairy And Related Products
FreshFruitsAndVegetables,Fresh Fruits And Vegetables
FreshFruits,Fresh Fruits
Apples,Apples
Bananas,Bananas
CitrusFruits,Citrus Fruits
OrangesIncludingTangerines,Oranges Including Tangerines
OtherFreshFruits,Other Fresh Fruits
